regno,name,dept,hist_arrear,cgpa
103117,Donald George,FT,Yes,6.57
103118,Harry Kerr,ECE,No,9.15
103119,John Sanders,MECH,No,8.87
103120,Evelyn Smith,CIVIL,Yes,7.54
103121,Brandon Petty,ECE,Yes,8.48
103122,Seth Wilcox,CIVIL,No,5.22
103123,Johnathan Cruz,CIVIL,Yes,5.82
103124,Christopher Torres,MECH,Yes,7.75
103125,Ariel Gonzalez,FT,No,8.52
103126,Steven Henry,EEE,No,8.81
103127,Jonathan Wood,CIVIL,Yes,8.96
103128,Robert Marks,AD,Yes,8.22
103129,Kerry Zamora,ECE,No,9.42
103130,Kyle Blevins,EEE,Yes,9.74
103131,Travis Murillo,CIVIL,Yes,7.76
103132,Daniel Williams,CSE,No,8.76
103133,Henry Randall,ECE,No,7.7
103134,Raymond Taylor,CSE,Yes,8.95
103135,Christopher Huang,AD,Yes,5.78
103136,Paul Davis,EEE,Yes,9.09
103137,Michael Smith,EEE,Yes,5.66
103138,Jacqueline Green,ECE,Yes,9.9
103139,Blake Williams,CIVIL,Yes,8.21
103140,Barry Summers,CIVIL,No,5.43
103141,Helen Grant,FT,No,9.6
103142,John Villegas,ECE,No,7.42
103143,Lisa Fletcher,MECH,No,7.55
103144,Tara Burnett,FT,Yes,6.63
103145,Brandon Chapman,EEE,Yes,6.38
103146,Tonya Webster DDS,AD,No,9.76
103147,Diane Torres,CIVIL,Yes,7.48
103148,Tara Russell,EEE,Yes,6.32
103149,Brenda Stone,MECH,No,8.25
103150,Mr. Scott Simpson,MECH,Yes,9.28
103151,Ronald Burke,EEE,No,9.47
103152,Joel Bowman,AD,No,9.11
103153,Michael Sandoval,CSE,No,6.03
103154,Parker Hubbard,EEE,No,8.78
103155,Sean Hall,EEE,Yes,6.42
103156,Tonya Vasquez,CSE,No,7.82
103157,Jennifer Skinner,CSE,Yes,7.17
103158,John Klein,ECE,No,8.12
103159,Amy Collier,AD,No,5.1
103160,Stephanie Patterson,AD,Yes,8.69
103161,Jessica Johnson,CSE,Yes,9.22
103162,Amanda Conway,MECH,Yes,7.16
103163,Laura Farley,AD,Yes,6.58
103164,Elizabeth Herman,CIVIL,No,5.6
103165,Tara Wells,CSE,No,7.83
103166,Barry Murphy,CIVIL,No,6.79
103167,Jeffrey Brown,EEE,No,9.01
103168,Lori Moore,MECH,No,6.43
103169,John Smith,CSE,No,8.28
103170,John Ryan,ECE,No,8.07
103171,Alicia Rollins,MECH,Yes,6.98
103172,Elizabeth Vang,AD,No,7.62
103173,Mrs. Elizabeth Pruitt,ECE,Yes,5.88
103174,Donna Horne,EEE,No,7.67
103175,Jason Howard,EEE,Yes,9.45
103176,Anne Collins,ECE,No,8.21
103177,James Williams,ECE,No,5.53
103178,Susan Christensen,MECH,Yes,6.0
103179,Larry Mcintosh,FT,No,5.97
103180,Barbara Hood,EEE,No,5.34
103181,Nancy King,CIVIL,Yes,8.65
103182,Lisa Sanchez,CIVIL,Yes,5.41
103183,Alexander Martin,EEE,Yes,6.04
103184,Kristen Huang,CSE,No,9.49
103185,Alex Rodriguez,MECH,No,5.81
103186,Christine Garcia,FT,No,9.24
103187,Mrs. Debbie Torres,CIVIL,No,6.92
103188,Kathryn Norris,FT,Yes,9.9
103189,Caroline Thomas,CSE,Yes,8.85
103190,Jade Wells,MECH,No,7.5
103191,Adam Allen,CSE,No,5.41
103192,Kim Ramirez,CSE,Yes,7.21
103193,Kelly Fischer,CIVIL,No,7.19
103194,Christina Dunn,MECH,No,8.69
103195,Kelly Cole,FT,Yes,6.99
103196,Sandra Foster,FT,Yes,5.44
103197,Alexander Huynh,EEE,No,8.76
103198,Michelle Kline,EEE,Yes,7.7
103199,Kayla Moore,FT,No,9.15
103200,Joshua Armstrong,MECH,No,6.01
103201,David Cobb,EEE,No,5.43
103202,Brian Hart,MECH,No,6.35
103203,Aimee Harris,EEE,Yes,9.95
103204,Robert Patel,ECE,No,9.0
103205,Samuel Lewis,EEE,No,5.9
103206,Sharon Moore,CIVIL,No,5.44
103207,Danny Ferrell,MECH,Yes,5.97
103208,Michael Hughes,AD,Yes,5.35
103209,Erin White,MECH,No,5.88
103210,Caleb Smith,CSE,No,5.61
103211,Jeffrey Jackson,EEE,Yes,8.09
103212,Laura Grant,MECH,No,9.9
103213,Charles Johnson,MECH,No,9.41
103214,Kathleen Park,MECH,Yes,5.81
103215,Kelly Scott,MECH,Yes,7.19
103216,James Gardner,EEE,No,9.34
103217,Holly Gilbert,ECE,No,6.29
103218,James George,CIVIL,Yes,6.11
103219,Karen Dunlap,MECH,No,9.67
103220,Jack Smith,ECE,No,6.2
103221,Emily Harris,EEE,Yes,6.54
103222,Rodney Barnes,MECH,No,7.6
103223,Marissa Gomez,ECE,No,5.1
103224,Shaun Walker,ECE,No,9.1
103225,Michael Thompson,AD,No,8.97
103226,Sarah Chapman,FT,No,9.24
103227,David Lam,ECE,No,8.16
103228,Jeremy Martinez,FT,No,6.36
103229,Angela Robbins MD,CIVIL,No,8.7
103230,Michael Cowan,MECH,No,6.55
103231,Stephanie Reyes,FT,Yes,9.58
103232,James Montgomery,MECH,No,9.19
103233,Lauren Martin,CIVIL,No,8.73
103234,Laura Pearson,CSE,No,9.86
103235,Emily Dunn,CSE,No,7.07
103236,Paul Martinez,ECE,No,8.37
103237,Kim Gonzalez,MECH,Yes,6.95
103238,Jose Brooks,EEE,No,9.21
103239,Julie Henry,CIVIL,Yes,9.03
103240,Nicholas Sanchez,CIVIL,Yes,9.73
103241,Zachary Cook,CSE,No,9.68
103242,Stephanie Jensen,ECE,Yes,5.06
103243,Rachel Sullivan,CSE,Yes,8.53
103244,Kyle Scott,CIVIL,Yes,9.71
103245,Kim Graham,FT,Yes,7.48
103246,Alan Martinez,CSE,Yes,6.69
103247,Karen Baker,AD,Yes,7.82
103248,Lori Snyder,FT,No,7.19
103249,Chelsey Smith,CSE,Yes,6.59
103250,Rick Lin,MECH,Yes,8.21
103251,Preston Vazquez,MECH,No,7.49
103252,Robert Johnson,ECE,No,6.1
103253,Jonathon Gonzalez,CSE,No,9.96
103254,Christian Wilkinson MD,ECE,Yes,5.48
103255,Mark Park,FT,Yes,8.2
103256,Sandra Brown,EEE,Yes,8.03
103257,Matthew Adams,FT,Yes,8.09
103258,Patrick Cox,CSE,Yes,8.71
103259,Tony Clark,EEE,Yes,9.34
103260,Jennifer Vaughan,ECE,No,6.32
103261,Kyle Smith,EEE,Yes,9.68
103262,Paul Poole,ECE,No,9.2
103263,Tommy Shaffer,CSE,No,6.44
103264,Kimberly Morris,CSE,No,6.69
103265,Karen Hansen,CIVIL,No,9.07
103266,Jason Barnes,ECE,No,6.85
103267,Joe Brown,CSE,Yes,8.11
103268,Laura Rivera,CIVIL,No,5.44
103269,Michael King,FT,Yes,6.46
103270,Anthony Mata,CIVIL,No,5.41
103271,Mark Sparks,CSE,No,5.2
103272,Cynthia Powell,CIVIL,No,5.87
103273,Marcus Walker,AD,Yes,9.59
103274,Kimberly Mcknight,AD,No,8.46
103275,Darius Gonzalez,EEE,Yes,5.03
103276,Hunter Miller,EEE,Yes,9.8
103277,Kimberly Williams,MECH,No,7.12
103278,Brianna Edwards,AD,Yes,5.16
103279,Stephen Williams,EEE,Yes,8.73
103280,Nichole Hooper,CIVIL,No,6.13
103281,Deborah Williams,EEE,Yes,6.89
103282,Danielle Cooper,CIVIL,Yes,8.04
103283,Steven Russell,FT,No,5.25
103284,Stephen Petersen,MECH,No,5.78
103285,Laura Bray,MECH,Yes,5.09
103286,Marc Brown,MECH,Yes,8.1
103287,Jonathan Torres,AD,No,9.96
103288,Kristen Compton,CSE,No,9.81
103289,William White,FT,Yes,5.64
103290,Caroline Davis,ECE,Yes,7.75
103291,Carol Crawford,CSE,Yes,8.18
103292,Willie Stewart,ECE,No,9.17
103293,Christie Johnson,CIVIL,No,6.25
103294,Hannah Gray,MECH,No,8.72
103295,John Newman,MECH,No,5.29
103296,Christopher Williams,CSE,Yes,8.72
103297,Justin Weber,EEE,No,6.42
103298,Ann Roberts,AD,Yes,5.01
103299,Kaitlin Knapp,EEE,Yes,8.95
103300,Michael Perry,EEE,Yes,6.99
103301,Tabitha Melton,CSE,No,5.76
103302,Vicki Ramos,CIVIL,No,8.6
103303,Caitlin Pham,CSE,No,9.65
103304,Neil Willis,CIVIL,No,7.65
103305,Johnny Gibbs,AD,No,8.82
103306,Ruben Mitchell,FT,No,9.08
103307,Bernard Harris,MECH,Yes,6.48
103308,Lee Wilkerson,EEE,Yes,8.9
103309,Jennifer Martinez,AD,Yes,6.19
103310,Sara Ortiz,CIVIL,Yes,6.36
103311,Lauren Harrell,CIVIL,Yes,5.76
103312,Joshua Maddox,ECE,No,7.12
103313,Michael Griffin,MECH,No,8.98
103314,Pamela Johnson,AD,No,7.64
103315,Aaron Washington,EEE,No,5.59
103316,Jerry Woods,AD,No,7.79
103317,Kyle Brooks,EEE,No,8.66
103318,Frank Harris,FT,Yes,5.4
103319,Margaret Hernandez,CSE,No,9.59
103320,Erin Miller,ECE,No,7.87
103321,Mrs. Anna Banks,FT,No,6.07
103322,Aaron Davis,FT,No,5.15
103323,Katherine Mitchell,CSE,Yes,9.75
103324,Robert Wilson,CSE,No,5.66
103325,Douglas Valdez,AD,Yes,6.43
103326,Jacqueline Herman,EEE,Yes,8.64
103327,Joshua Mills,FT,Yes,7.38
103328,Eric Johnson,CIVIL,Yes,9.43
103329,Michael Williams,CIVIL,No,9.96
103330,Logan Conrad,EEE,Yes,7.24
103331,Susan Charles,CSE,Yes,7.0
103332,Jessica Watson,CSE,Yes,6.2
103333,Kevin Soto,EEE,No,6.8
103334,Jennifer Fuller,ECE,Yes,9.42
103335,Teresa Williams,ECE,No,8.95
103336,Nancy Rivers,ECE,No,5.31
103337,Hector Spencer,CSE,No,8.49
103338,Brandon Montoya,FT,No,8.97
103339,Paige Adams,FT,No,8.41
103340,Mark Savage,AD,Yes,6.63
103341,Caroline Hall,FT,No,7.36
103342,Brooke Singleton,ECE,Yes,7.64
103343,George Cox,ECE,Yes,8.18
103344,Danielle Becker,EEE,No,5.86
103345,Dean Chandler,ECE,Yes,5.19
103346,Amber Collier,FT,Yes,6.53
103347,Eric Roth,CSE,No,6.3
103348,Veronica Tucker,FT,No,7.23
103349,Daniel Johnson,EEE,Yes,7.28
103350,Corey Ramirez,EEE,Yes,8.16
103351,Beth Burton,FT,Yes,5.56
103352,Thomas Green,MECH,Yes,8.81
103353,Christopher Johnson,CSE,No,6.36
103354,Bryan Valdez,EEE,No,8.56
103355,Deanna Lam,ECE,No,7.29
103356,Anthony Mora,CSE,No,6.33
103357,Amanda Valencia,CIVIL,No,5.4
103358,Kathleen Hicks,EEE,Yes,6.46
103359,Denise Morrison MD,MECH,No,7.92
103360,Robert Hudson,EEE,No,6.71
103361,Angela Dawson,FT,Yes,7.04
103362,William Garcia,MECH,No,9.25
103363,Karen Campbell,FT,No,7.88
103364,Jermaine Frazier,AD,Yes,5.81
103365,Christopher Shaw,CIVIL,Yes,9.04
103366,Patrick Perez,MECH,Yes,7.58
103367,Tanya Jones,AD,Yes,5.92
103368,Joseph Brown,CIVIL,No,5.87
103369,Pamela Floyd,EEE,No,8.82
103370,Cheryl Carter DDS,ECE,Yes,5.6
103371,Mr. Justin Fernandez Jr.,MECH,No,6.33
103372,Ronald Moore,AD,Yes,7.74
103373,Tiffany Clayton,MECH,Yes,8.02
103374,Jamie Cordova,ECE,No,7.66
103375,Jeremy Murphy,CIVIL,No,6.64
103376,Craig Schultz,FT,Yes,7.39
103377,Emily Delacruz,CIVIL,No,8.75
103378,Cory Cain,EEE,Yes,8.03
103379,Hailey Johnson,CSE,Yes,7.79
103380,Stephanie Davis,EEE,No,6.87
103381,Terry Lawrence,CSE,Yes,5.28
103382,Janice Lara,CIVIL,Yes,7.66
103383,Robert Moore,CIVIL,Yes,9.13
103384,Katherine Burke,MECH,No,8.83
103385,Jessica Hill,EEE,No,5.22
103386,Nicole Rodgers,ECE,No,8.31
103387,Steven Ferguson,FT,No,6.91
103388,Natalie Jones,ECE,Yes,9.38
103389,Sandra Wiley,CSE,No,5.79
103390,Meagan Williams,FT,No,9.2
103391,Laura Jones,ECE,No,6.1
103392,Tonya Robinson,CIVIL,No,8.13
103393,Michelle Figueroa,CIVIL,No,5.91
103394,Jessica West,CSE,Yes,5.25
103395,Desiree Gomez,ECE,No,9.11
103396,Kyle Anderson,EEE,Yes,6.86
103397,Steve Braun,EEE,No,5.44
103398,Cynthia Mayer,CSE,No,6.46
103399,Angela Francis,CIVIL,No,6.25
103400,David White,CIVIL,No,7.34
103401,Justin Cervantes,EEE,No,6.64
103402,Raymond Mullins,ECE,No,7.43
103403,Raymond Williams,AD,No,8.41
103404,Kristina Evans,CIVIL,No,8.98
103405,Kelly Meyer,AD,Yes,8.88
103406,Ashley Yates,AD,Yes,6.83
103407,Dana Thompson,AD,Yes,5.47
103408,Mark Baldwin,MECH,Yes,5.38
103409,Brandon Mckee,ECE,No,5.54
103410,Richard Parker,CSE,No,5.75
103411,Victor Blackwell,EEE,Yes,8.99
103412,Jenna Lewis,AD,Yes,5.52
103413,Cory Martinez,MECH,Yes,6.19
103414,Doris Smith,EEE,Yes,9.42
103415,Nicholas Leonard,AD,No,6.53
103416,Cheryl Smith,AD,Yes,9.53
103417,Cristian Martinez,CSE,No,6.45
103418,Matthew Hamilton,MECH,Yes,8.63
103419,Hailey Murray,MECH,No,5.28
103420,Valerie Russell,CSE,Yes,7.53
103421,Christopher Bennett,MECH,No,6.81
103422,Angelica Schmitt,FT,No,7.64
103423,Nichole Weber,EEE,No,8.88
103424,Audrey Wong DVM,AD,Yes,6.29
103425,Kyle Brown,MECH,Yes,8.66
103426,Jennifer Hill,AD,Yes,7.9
103427,Stacy Thomas,CIVIL,Yes,7.72
103428,Jennifer Duncan,CSE,No,6.08
103429,Sean Rodriguez,FT,No,5.97
103430,Hector Vasquez,MECH,Yes,5.13
103431,Roger Bell,CIVIL,Yes,8.99
103432,Kelsey Williamson,CIVIL,Yes,5.99
103433,Sean Wilson,ECE,No,7.33
103434,Miguel Castillo,MECH,No,7.45
103435,Alan Hurst,EEE,Yes,5.95
103436,Howard Gonzalez,AD,Yes,7.9
103437,Christopher Lee,ECE,No,5.26
103438,Keith Hughes,ECE,No,8.4
103439,Adam Rose,MECH,No,8.88
103440,Faith Wheeler,MECH,No,9.95
103441,Steven Craig,FT,No,5.49
103442,Carlos Rodriguez,FT,Yes,5.59
103443,Brian Key,MECH,No,6.97
103444,Alexis Watts,AD,No,7.92
103445,Savannah Moody,CIVIL,No,6.79
103446,Elizabeth King,AD,No,6.92
103447,Miranda Pratt,CIVIL,No,6.91
103448,Kelly Moore,CIVIL,No,9.08
103449,Amy Harris,ECE,No,9.82
103450,Desiree Young,CIVIL,No,7.35
103451,Desiree Hansen,MECH,No,6.36
103452,Ashley Hurst,FT,Yes,8.81
103453,Glenda Mclean,EEE,No,7.17
103454,Renee Wilson,CSE,Yes,8.63
103455,Micheal Delgado,CSE,Yes,6.66
103456,Amy Mercado,ECE,Yes,5.46
103457,Kathryn Salazar,AD,No,5.14
103458,Emily Carrillo,CIVIL,No,8.1
103459,Andrew Larson,CSE,No,7.07
103460,Christina Griffin,MECH,Yes,8.49
103461,James Harris,FT,No,5.15
103462,Nicholas Cordova,ECE,No,6.05
103463,Rita Caldwell,CIVIL,Yes,7.45
103464,Emily Hart,CSE,No,6.74
103465,Paul Bryan,CSE,Yes,9.28
103466,Andrea Gonzalez,AD,Yes,6.07
103467,Michelle Byrd MD,CSE,No,9.94
103468,Heather Adams,MECH,No,7.77
103469,Tara Green,EEE,Yes,6.26
103470,Joseph Brown,AD,No,5.72
103471,Emily Hoover,CSE,No,6.79
103472,Chelsea Cuevas,CSE,No,5.14
103473,Jared Hickman,CIVIL,No,5.0
103474,Amanda Martinez,CIVIL,No,5.64
103475,Benjamin Green,MECH,Yes,5.18
103476,Shawn Schwartz,CSE,No,5.97
103477,Kristy Norman,CIVIL,No,9.41
103478,Mrs. Brittany Thomas,ECE,Yes,8.61
103479,Kevin Brown,EEE,Yes,9.97
103480,Heather Sullivan,AD,Yes,5.05
103481,Dustin Miller,CSE,No,5.58
103482,James Garcia,AD,No,5.03
103483,Katie Zavala MD,ECE,No,6.47
103484,Kenneth Mullins,CSE,Yes,8.96
103485,Joshua Chase,FT,No,5.42
103486,Elizabeth Archer,CIVIL,No,5.53
103487,Eugene Mason,CIVIL,Yes,8.82
103488,Denise Myers,CSE,Yes,8.96
103489,Cheryl Hernandez,AD,No,7.41
103490,Frank Hansen,FT,Yes,6.59
103491,Crystal Patel MD,CIVIL,Yes,6.66
103492,Karen Miller,EEE,No,5.97
103493,Mary Marquez,CIVIL,No,5.79
103494,Lisa Ford,CSE,Yes,8.32
103495,Dylan Booth,CSE,Yes,8.99
103496,Jessica Hamilton,FT,Yes,8.82
103497,Robert Thompson,MECH,Yes,9.22
103498,William Williams,ECE,No,7.65
103499,Laura Lloyd DDS,AD,No,6.57
103500,Cassandra Gibson,MECH,Yes,5.74
103501,Jessica Dean,MECH,No,5.17
103502,Nancy Hill,EEE,No,8.76
103503,Garrett Griffin,EEE,No,6.31
103504,Krystal Vincent,MECH,No,8.66
103505,Leroy Barr,EEE,Yes,5.46
103506,Andrew Price MD,AD,Yes,6.23
103507,Connie Scott,FT,No,8.45
103508,John Douglas,ECE,No,6.84
103509,Daniel Smith,AD,No,7.68
103510,Pamela Stein,EEE,Yes,8.99
103511,Kim Brennan,ECE,No,9.87
103512,Justin Brown,EEE,Yes,5.59
103513,Beverly Ward,MECH,Yes,9.03
103514,Casey Dawson,FT,Yes,8.07
103515,Benjamin Martin,MECH,Yes,5.46
103516,John Harrington,FT,No,9.08
103517,Lisa Lewis,MECH,Yes,6.5
103518,William Crawford,CSE,Yes,8.24
103519,Randall Phillips,ECE,Yes,5.59
103520,Jennifer Martin,FT,Yes,6.1
103521,Sierra Daniels,ECE,No,6.44
103522,Aaron Miller,ECE,No,9.69
103523,Tammy Woodard,CIVIL,No,7.51
103524,Richard Adams,CSE,Yes,6.29
103525,Kristen Black,EEE,Yes,6.64
103526,Michael Green,AD,No,7.71
103527,Bruce Mckee,ECE,No,9.58
103528,Heather Carroll,MECH,No,5.37
103529,Kim Perkins,EEE,No,5.72
103530,Kevin Hernandez,CIVIL,Yes,7.23
103531,Amber Boyd,AD,Yes,8.28
103532,Jamie King,ECE,No,8.06
103533,Douglas Mcdonald,MECH,Yes,9.13
103534,Tabitha Wade,CSE,No,7.47
103535,Christina Page,FT,No,5.18
103536,Jon Stein,MECH,Yes,9.61
103537,Kristy Pennington,CIVIL,Yes,7.53
103538,Connie Rodriguez,EEE,No,5.71
103539,Martin Roman,ECE,Yes,8.62
103540,Michelle Aguilar,MECH,Yes,7.09
103541,Christine Brewer,CIVIL,Yes,9.05
103542,Ryan Ayers,MECH,Yes,7.27
103543,Daniel Bryant,CIVIL,No,7.42
103544,David Burton,CIVIL,No,6.36
103545,Stephen Bates,AD,Yes,6.64
103546,Julie Hernandez,CIVIL,No,8.94
103547,Barbara Odonnell PhD,CIVIL,Yes,9.19
103548,Hailey Walker,AD,No,6.09
103549,Jennifer Cortez,CSE,Yes,6.0
103550,Richard Aguilar,CSE,Yes,8.2
103551,Christian Davis,CSE,Yes,8.02
103552,Rachel Chen,CSE,Yes,9.61
103553,Mark Powers,FT,No,8.84
103554,Mrs. Kylie Holmes,CSE,No,8.76
103555,Sharon Mora,CSE,No,5.97
103556,Nicholas Keith,ECE,No,5.14
103557,Ana Potter,ECE,Yes,6.9
103558,Brandon Marks,ECE,No,9.91
103559,Scott Mata,ECE,No,6.08
103560,Olivia Love,ECE,Yes,8.28
103561,Samantha Walter,CSE,No,7.08
103562,Dr. Jeremiah Crawford MD,CSE,No,7.56
103563,James Ross,ECE,Yes,8.34
103564,Hayley Zimmerman,AD,Yes,8.74
103565,Rhonda King,CIVIL,No,9.71
103566,Susan Miller,CSE,Yes,6.01
103567,Jared Gonzalez,CSE,No,9.03
103568,Brandon Taylor,AD,Yes,6.12
103569,Kelly Price,EEE,Yes,5.55
103570,Christopher Mullins,FT,Yes,8.65
103571,Jesus Barber,FT,Yes,6.08
103572,Mark Aguilar,CIVIL,Yes,8.16
103573,Andrea Warner,ECE,Yes,6.05
103574,Todd Ewing,CIVIL,No,6.44
103575,Jessica Patton,ECE,No,5.52
103576,Joe Klein,ECE,No,7.54
103577,Darrell Pruitt,AD,No,5.38
103578,Michelle Hopkins,CIVIL,No,6.38
103579,Brandi Anderson,CIVIL,Yes,5.52
103580,Bobby Caldwell,ECE,No,6.24
103581,Richard Cox,MECH,Yes,8.31
103582,Danny Cohen,CIVIL,No,5.78
103583,Tonya Taylor,CIVIL,Yes,8.11
103584,Julie Stone,AD,No,8.19
103585,Kristi Moreno,CSE,Yes,8.38
103586,Amy Bates,MECH,No,8.03
103587,Lindsay Miller,EEE,No,9.09
103588,Lauren Kerr,MECH,No,5.19
103589,April Scott,CSE,Yes,5.22
103590,Donald Hall,FT,No,6.72
103591,Michael Roman,FT,No,7.67
103592,Gerald Herring,ECE,Yes,9.15
103593,Christopher Leblanc,MECH,No,9.68
103594,Jessica Mclean,ECE,No,9.31
103595,Amber Russell,CIVIL,No,8.01
103596,Anthony Sims,CSE,No,8.34
103597,Sarah House,EEE,No,6.91
103598,Kevin Stewart,AD,Yes,9.78
103599,Shane Peterson,CSE,Yes,8.96
103600,Rebecca Miller,CIVIL,Yes,7.67
103601,Amanda Meyer,FT,No,6.05
103602,Michelle Bailey,EEE,No,5.27
103603,Alexander Bowers,ECE,Yes,6.54
103604,Jamie Larsen,FT,No,5.33
103605,Melissa Watkins,CIVIL,No,7.24
103606,Timothy Harmon,ECE,No,7.36
103607,Christopher Banks,MECH,No,9.32
103608,Robert Berg,AD,No,8.95
103609,John Norton,CIVIL,Yes,8.47
103610,Kurt Webb,EEE,Yes,5.98
103611,Angelica Smith,CIVIL,Yes,7.43
103612,Steven Copeland,AD,No,5.75
103613,John Brandt,AD,No,9.52
103614,Debra Sanchez,CIVIL,Yes,6.53
103615,Timothy Tucker,CSE,No,5.75
103616,Kristi Mcdonald,MECH,Yes,5.4
103617,Stephen Harper,AD,Yes,9.83
103618,Michelle Werner,FT,No,9.97
103619,Rachel Martinez,FT,No,6.62
103620,Andrea Lopez,CIVIL,No,7.34
103621,Patricia Perez,MECH,Yes,9.56
103622,Lisa Mayo,AD,No,5.49
103623,Kyle Tate,CSE,No,9.01
103624,Michael Taylor,CIVIL,Yes,5.31
103625,Todd Eaton,CSE,No,5.25
103626,Margaret Fitzpatrick,EEE,No,5.47
103627,Evan Andersen,CIVIL,No,9.46
103628,Monica Hill,CSE,Yes,6.32
103629,Joseph Wilson,CSE,Yes,6.89
103630,Sean Love,ECE,Yes,7.49
103631,Tina Reyes,AD,No,6.0
103632,Ross Hicks,EEE,No,7.44
103633,Jimmy Contreras,EEE,Yes,9.97
103634,Jaime Wood,MECH,Yes,5.42
103635,Cynthia Newman,ECE,Yes,7.63
103636,Douglas Evans,CSE,Yes,5.76
103637,Susan Hughes,EEE,Yes,6.15
103638,Morgan Patterson,CSE,No,6.69
103639,Mary Jones,CIVIL,No,8.78
103640,Terry Miller,FT,No,10.0
103641,Courtney Mccarthy,MECH,Yes,6.85
103642,Sarah Coleman,AD,No,6.79
103643,Jennifer Mcconnell,ECE,No,7.89
103644,Kaylee Freeman,CIVIL,Yes,7.41
103645,Richard Diaz,ECE,Yes,5.34
103646,Rebecca White,EEE,Yes,9.1
103647,Gary Singh,FT,Yes,5.84
103648,Roy Santos,EEE,No,6.78
103649,Christian Turner,MECH,No,7.3
103650,Catherine Hancock,EEE,Yes,5.06
103651,Amber Olson,MECH,Yes,9.18
103652,Ronald Stewart,CSE,No,5.35
103653,Jennifer Harris,ECE,No,5.83
103654,Haley Gray,CIVIL,Yes,8.98
103655,Jeffery Brown,ECE,No,7.13
103656,Nicholas Bryant,EEE,Yes,6.71
103657,Nathan Sparks,CSE,No,7.52
103658,David Hogan,EEE,Yes,5.83
103659,Christina Rivera,CIVIL,Yes,8.35
103660,Erin Moore,FT,No,5.55
103661,Tyler Roth,EEE,No,6.86
103662,Patrick Stone,EEE,No,9.94
103663,Edward Woods,MECH,No,8.33
103664,Jacob Jackson,MECH,No,9.51
103665,Jennifer Rose,CSE,Yes,7.56
103666,Jeffrey Humphrey,MECH,No,7.98
103667,Andrew Smith,ECE,Yes,5.68
103668,Emma Smith,FT,No,7.1
103669,Willie Johns,CSE,Yes,8.71
103670,Brittney Johnson,EEE,Yes,5.36
103671,Brian Chen,CIVIL,No,6.04
103672,Michael Harper,MECH,Yes,7.72
103673,Deanna Parker,FT,Yes,6.2
103674,Jamie Ruiz,CSE,Yes,5.84
103675,Brittany Cruz,CSE,Yes,7.54
103676,Jeremy Burnett Jr.,CIVIL,No,9.82
103677,Angela Villanueva,EEE,Yes,5.64
103678,Lori Barton,CSE,Yes,9.77
103679,Shelby Salazar,AD,Yes,5.58
103680,Joshua Kelly,ECE,No,9.2
103681,Amber Shah MD,AD,No,8.91
103682,Christina Andrews,CSE,No,7.82
103683,Austin Weber,MECH,Yes,9.11
103684,John White,EEE,Yes,9.41
103685,Colleen Pham,EEE,Yes,8.16
103686,Nathaniel Harris,CIVIL,Yes,5.4
103687,Justin Kelley,AD,No,5.46
103688,Misty Bailey,CSE,No,7.47
103689,Nicole Brewer,CSE,Yes,5.52
103690,Melissa Allen,CIVIL,No,6.75
103691,John Hogan,FT,Yes,5.97
103692,Sara Cook,CIVIL,No,6.55
103693,Thomas Perkins,FT,No,6.57
103694,Stephanie King,FT,Yes,5.6
103695,Joseph Myers,CIVIL,Yes,9.91
103696,Carly Young,CIVIL,Yes,7.05
103697,Cynthia Miller,CIVIL,Yes,6.79
103698,Dawn Weeks,MECH,No,6.99
103699,Melissa Ibarra,ECE,Yes,6.0
103700,Melanie Morris,ECE,No,9.2
103701,Rodney Jones,AD,Yes,5.54
103702,Tracy Allen,MECH,Yes,5.9
103703,Jennifer Brown,AD,Yes,9.77
103704,Brad Fernandez,ECE,No,7.43
103705,Jeremy Yates,AD,No,9.53
103706,Lori Bailey,CIVIL,Yes,6.09
103707,Jason Davenport,CSE,No,7.04
103708,Amanda Carrillo,ECE,Yes,6.36
103709,Anthony Charles,FT,Yes,6.27
103710,Dawn Barron,MECH,Yes,5.35
103711,Stephanie Merritt,MECH,No,9.28
103712,Garrett Young,ECE,No,9.36
103713,Denise Taylor,AD,Yes,8.48
103714,Heather Miller,MECH,Yes,9.84
103715,Grant Miller,CIVIL,No,8.14
103716,Renee Webster,EEE,Yes,8.86
103717,David Walker,FT,No,7.55
103718,Maurice Buckley,FT,Yes,9.25
103719,James Roy,CIVIL,No,7.75
103720,Jacqueline Berger,CIVIL,No,6.49
103721,Suzanne Patterson,CIVIL,No,7.58
103722,Robert Klein,AD,No,7.95
103723,William Foster,ECE,No,9.61
103724,Sandra Shaw,AD,Yes,9.93
103725,Chad Dixon,EEE,Yes,9.88
103726,Brandon White,FT,Yes,5.34
103727,Joan Blake,MECH,Yes,8.52
103728,Juan Lara,FT,Yes,9.9
103729,Sierra Wilson,AD,Yes,7.49
103730,Katrina Mccarty,MECH,No,7.06
103731,Nancy Walker,FT,Yes,7.7
103732,Kristina Oconnell,ECE,No,7.58
103733,Aaron Mcpherson,CIVIL,No,9.41
103734,Megan Jordan,ECE,Yes,5.45
103735,Adam Frost,ECE,No,9.72
103736,Michael Luna,MECH,Yes,8.57
103737,John Munoz,MECH,No,8.65
103738,Vicki Cortez,MECH,Yes,6.66
103739,Leah Kim,CSE,Yes,6.92
103740,Christopher Williams,FT,Yes,6.67
103741,Emily Harris,FT,No,9.94
