regno,name,dept,hist_arrear,cgpa,dept_encoded,hist_arrear_encoded,placement_eligible,risk_group
101473,Tiffany Lopez,AD,No,5.68,0,0,False,High
101474,Kathleen Baker,CSE,Yes,7.46,2,1,False,Low
101475,Jennifer Shelton,AD,Yes,5.95,0,1,False,High
101476,Dustin Davis,AD,Yes,9.62,0,1,False,Low
101477,Aaron Duncan,CIVIL,No,5.83,1,0,False,High
101478,Trevor Robinson,EEE,No,8.45,4,0,True,Low
101479,James Smith,CSE,Yes,8.27,2,1,False,Low
101480,Sara Lewis,MECH,No,7.65,6,0,True,Low
101481,Amanda Smith,CIVIL,Yes,6.08,1,1,False,Low
101482,Jesse Reed,ECE,Yes,7.88,3,1,False,Low
101483,Robert Webb,FT,Yes,9.95,5,1,False,Low
101484,Morgan Martin,CIVIL,No,7.24,1,0,False,Low
101485,Justin Walker,EEE,Yes,7.07,4,1,False,Low
101486,Eric Davis,FT,Yes,5.76,5,1,False,High
101487,Michael Harris,AD,Yes,5.69,0,1,False,High
101488,Daniel Johnson,EEE,No,7.45,4,0,False,Low
101489,Lynn Kim,CSE,No,6.51,2,0,False,Low
101490,Peter Mayer,EEE,No,5.82,4,0,False,High
101491,Kathleen Kennedy,ECE,No,9.5,3,0,True,Low
101492,Diane Hess,EEE,Yes,9.38,4,1,False,Low
101493,Barbara Warren,ECE,No,8.52,3,0,True,Low
101494,Cynthia Singh,AD,No,6.38,0,0,False,Low
101495,Kelly Rodriguez,MECH,Yes,6.74,6,1,False,Low
101496,Jennifer Campbell,EEE,Yes,9.61,4,1,False,Low
101497,Daniel Jackson,EEE,Yes,8.25,4,1,False,Low
101498,Spencer Holloway,MECH,Yes,6.82,6,1,False,Low
101499,Jacqueline King,MECH,Yes,9.26,6,1,False,Low
101500,Lindsey Watson,AD,Yes,6.37,0,1,False,Low
101501,Matthew Allen,AD,No,7.79,0,0,True,Low
101502,Elizabeth Alvarado,ECE,No,6.44,3,0,False,Low
101503,Lynn Ritter,ECE,No,6.37,3,0,False,Low
101504,Dylan Murphy,EEE,Yes,7.55,4,1,False,Low
101505,Yolanda Clark,AD,No,5.73,0,0,False,High
101506,Chris Lopez,ECE,Yes,5.52,3,1,False,High
101507,Maria Byrd,ECE,Yes,7.52,3,1,False,Low
101508,Jennifer Lang,ECE,Yes,7.28,3,1,False,Low
101509,Tyler Brown,ECE,Yes,5.02,3,1,False,High
101510,Jared Cuevas,EEE,No,5.69,4,0,False,High
101511,Danielle Lowe,ECE,Yes,7.21,3,1,False,Low
101512,Timothy Wall,FT,No,9.48,5,0,True,Low
101513,Kimberly Snyder,EEE,No,8.24,4,0,True,Low
101514,Collin Ball,AD,No,6.26,0,0,False,Low
101515,Michael Miller,EEE,Yes,5.25,4,1,False,High
101516,Victoria Graham,CSE,No,6.87,2,0,False,Low
101517,Samuel Brown,CIVIL,Yes,6.64,1,1,False,Low
101518,Gabriella Robbins,CSE,Yes,6.55,2,1,False,Low
101519,Bradley Johnston,ECE,Yes,9.47,3,1,False,Low
101520,Ashley Martinez,EEE,No,6.96,4,0,False,Low
101521,Toni Johnson,MECH,No,8.47,6,0,True,Low
101522,Lori Carney,MECH,Yes,5.47,6,1,False,High
101523,Crystal Bentley,AD,Yes,9.56,0,1,False,Low
101524,Edward Brooks,ECE,Yes,9.76,3,1,False,Low
101525,Lisa Adams,FT,Yes,8.4,5,1,False,Low
101526,Angela Williams,CIVIL,Yes,8.0,1,1,False,Low
101527,Gary Blake,EEE,Yes,7.33,4,1,False,Low
101528,Mr. Richard Burns,MECH,Yes,9.5,6,1,False,Low
101529,Charles Johnson,AD,Yes,8.49,0,1,False,Low
101530,Donald Potts,CSE,No,7.48,2,0,False,Low
101531,Daniel Newton,EEE,Yes,6.75,4,1,False,Low
101532,Mary Ferguson,MECH,Yes,8.48,6,1,False,Low
101533,Teresa Reyes,EEE,Yes,6.69,4,1,False,Low
101534,Jessica Padilla,EEE,No,9.76,4,0,True,Low
101535,Wendy Strong,FT,Yes,7.26,5,1,False,Low
101536,Ann Floyd,ECE,Yes,8.72,3,1,False,Low
101537,Rebecca Moss,AD,Yes,7.4,0,1,False,Low
101538,Daniel Harris,CSE,Yes,6.48,2,1,False,Low
101539,Mr. Brett Rodriguez,ECE,Yes,9.7,3,1,False,Low
101540,Emily Shea,CSE,Yes,9.56,2,1,False,Low
101541,Danielle Goodwin,EEE,Yes,6.31,4,1,False,Low
101542,Mark Simmons,CSE,Yes,5.55,2,1,False,High
101543,Teresa Wiley,MECH,No,6.08,6,0,False,Low
101544,Megan Martinez,AD,No,8.53,0,0,True,Low
101545,Micheal Carrillo,CSE,Yes,8.86,2,1,False,Low
101546,Carol Brown,MECH,Yes,8.8,6,1,False,Low
101547,Bonnie Pope,CIVIL,Yes,9.26,1,1,False,Low
101548,Christopher Garcia,CSE,No,8.34,2,0,True,Low
101549,Samantha Santos,CIVIL,No,7.0,1,0,False,Low
101550,John Austin,ECE,No,6.44,3,0,False,Low
101551,Elizabeth Jones,ECE,Yes,9.42,3,1,False,Low
101552,Kelly Bush,AD,No,5.08,0,0,False,High
101553,Michael Morrison,FT,Yes,9.21,5,1,False,Low
101554,Lauren Henderson,MECH,Yes,5.27,6,1,False,High
101555,Roberto Anderson,CIVIL,Yes,7.14,1,1,False,Low
101556,Dr. Megan Brown,AD,No,6.01,0,0,False,Low
101557,Kathryn Gardner,CIVIL,Yes,8.85,1,1,False,Low
101558,Frederick Cantu,CSE,Yes,6.41,2,1,False,Low
101559,Melissa Lamb,CIVIL,No,8.35,1,0,True,Low
101560,Michelle Wiley,CSE,Yes,5.51,2,1,False,High
101561,Michael Moore,AD,No,7.38,0,0,False,Low
101562,Elaine Jones,EEE,Yes,8.51,4,1,False,Low
101563,Brooke Beck,CIVIL,No,8.98,1,0,True,Low
101564,Erica Harris,ECE,Yes,8.14,3,1,False,Low
101565,Kevin Harris,EEE,Yes,8.27,4,1,False,Low
101566,Robert Wright,AD,No,7.77,0,0,True,Low
101567,Luis Hardy,ECE,Yes,6.69,3,1,False,Low
101568,Scott Watts,EEE,No,9.94,4,0,True,Low
101569,Joseph Wise,EEE,Yes,5.32,4,1,False,High
101570,Christopher Pacheco,EEE,Yes,9.14,4,1,False,Low
101571,Shawn Contreras Jr.,ECE,No,6.11,3,0,False,Low
101572,Christy Morton,ECE,Yes,7.8,3,1,False,Low
101573,Cheryl Brennan,CIVIL,No,6.75,1,0,False,Low
101574,Derrick Simpson,CIVIL,Yes,7.14,1,1,False,Low
101575,Kara Taylor,MECH,Yes,5.25,6,1,False,High
101576,Kelsey Massey,FT,No,6.73,5,0,False,Low
101577,Matthew Hayes,EEE,No,9.17,4,0,True,Low
101578,David Rice,AD,No,5.82,0,0,False,High
101579,Michael Delgado,CSE,Yes,6.71,2,1,False,Low
101580,Steven Mills,ECE,Yes,9.36,3,1,False,Low
101581,Kaylee Leblanc,EEE,Yes,8.65,4,1,False,Low
101582,Megan Martinez,EEE,No,6.38,4,0,False,Low
101583,Cindy Li,CSE,Yes,9.16,2,1,False,Low
101584,Robert Maynard,CIVIL,No,5.38,1,0,False,High
101585,Troy Johnson DVM,EEE,No,7.12,4,0,False,Low
101586,Paul Marks,MECH,Yes,6.28,6,1,False,Low
101587,Anthony Lopez,MECH,Yes,8.79,6,1,False,Low
101588,Tim Proctor,CIVIL,No,8.63,1,0,True,Low
101589,Laurie Yates,AD,No,6.65,0,0,False,Low
101590,David Stevens,CIVIL,No,5.06,1,0,False,High
101591,Carrie Pineda,ECE,Yes,8.38,3,1,False,Low
101592,Erin Reeves,FT,Yes,9.56,5,1,False,Low
101593,Joseph Steele,ECE,Yes,6.46,3,1,False,Low
101594,Karen Griffin,MECH,Yes,6.64,6,1,False,Low
101595,Michael Black,FT,Yes,8.98,5,1,False,Low
101596,Christopher Walsh,ECE,Yes,9.04,3,1,False,Low
101597,Phillip Craig,EEE,Yes,6.02,4,1,False,Low
101598,Corey Riley,ECE,Yes,6.25,3,1,False,Low
101599,Tami Miller,EEE,Yes,5.15,4,1,False,High
101600,Christopher Banks,EEE,No,7.18,4,0,False,Low
101601,Daniel Sharp,ECE,Yes,9.18,3,1,False,Low
101602,Jade Peck,ECE,No,7.74,3,0,True,Low
101603,Jessica Campos,MECH,No,8.65,6,0,True,Low
101604,Kevin White,CIVIL,No,6.0,1,0,False,Low
101605,Kurt Martinez,ECE,No,9.27,3,0,True,Low
101606,Ashley Coleman,MECH,Yes,6.57,6,1,False,Low
101607,Matthew Olsen,ECE,Yes,6.98,3,1,False,Low
101608,John Acosta,MECH,No,6.8,6,0,False,Low
101609,Eric Rodriguez,CIVIL,Yes,8.42,1,1,False,Low
101610,Richard Riley,AD,Yes,9.53,0,1,False,Low
101611,Donald Taylor,AD,No,8.02,0,0,True,Low
101612,Jordan Shields,FT,No,6.95,5,0,False,Low
101613,Allison Watson MD,MECH,No,7.63,6,0,True,Low
101614,David Frey,MECH,Yes,6.01,6,1,False,Low
101615,Tina Martinez,CIVIL,No,6.59,1,0,False,Low
101616,Mrs. Rachel Jones,FT,Yes,7.38,5,1,False,Low
101617,Juan Griffith,CIVIL,Yes,6.26,1,1,False,Low
101618,Michael Brown,AD,Yes,7.08,0,1,False,Low
101619,Brandy Woodward,CIVIL,Yes,5.44,1,1,False,High
101620,Mary Ibarra,EEE,Yes,5.98,4,1,False,High
101621,Michael Lee,CSE,No,8.52,2,0,True,Low
101622,Mark Moore,FT,Yes,7.61,5,1,False,Low
101623,April Stephens,FT,Yes,6.01,5,1,False,Low
101624,Jordan Stevens,AD,Yes,5.78,0,1,False,High
101625,Sandra Daugherty,CIVIL,Yes,8.73,1,1,False,Low
101626,Maria Higgins,EEE,Yes,5.94,4,1,False,High
101627,Desiree White,MECH,No,5.27,6,0,False,High
101628,Johnny Neal,EEE,Yes,5.78,4,1,False,High
101629,Kelly Christian,ECE,Yes,8.42,3,1,False,Low
101630,James Castro,ECE,Yes,9.68,3,1,False,Low
101631,Robert Walsh,MECH,Yes,6.91,6,1,False,Low
101632,Ernest Dunn,EEE,Yes,9.66,4,1,False,Low
101633,Jennifer Gonzalez,AD,No,6.62,0,0,False,Low
101634,Katie Mendez,CSE,Yes,8.07,2,1,False,Low
101635,Carlos Bates,CSE,No,5.86,2,0,False,High
101636,Jared Mccormick,EEE,Yes,8.62,4,1,False,Low
101637,Danny Lyons,CIVIL,Yes,9.74,1,1,False,Low
101638,Sergio King,EEE,No,9.6,4,0,True,Low
101639,Megan Lam,EEE,No,7.84,4,0,True,Low
101640,Matthew Cordova,ECE,Yes,8.34,3,1,False,Low
101641,Alexandra Yoder,MECH,No,5.19,6,0,False,High
101642,Douglas Hernandez,ECE,Yes,7.21,3,1,False,Low
101643,Miss Jessica Harrington,CSE,Yes,5.39,2,1,False,High
101644,Mrs. Ashley Evans,MECH,Yes,9.54,6,1,False,Low
101645,Melanie Harrington,EEE,Yes,7.62,4,1,False,Low
101646,Danny Norris,ECE,No,8.5,3,0,True,Low
101647,Nicholas Lee,AD,Yes,5.35,0,1,False,High
101648,Kevin Smith,CSE,No,9.15,2,0,True,Low
101649,Donald Ford,CSE,Yes,6.98,2,1,False,Low
101650,Michael Smith,AD,Yes,7.58,0,1,False,Low
101651,Adam Good,EEE,No,5.99,4,0,False,High
101652,Linda Smith,AD,No,7.26,0,0,False,Low
101653,Donald Gibson,CSE,No,7.0,2,0,False,Low
101654,Jon Bryant,CSE,No,5.41,2,0,False,High
101655,Samantha Bass,ECE,No,8.0,3,0,True,Low
101656,Maria Hansen,FT,Yes,8.91,5,1,False,Low
101657,Savannah Robinson,CSE,Yes,7.58,2,1,False,Low
101658,Victoria Harris,MECH,No,6.42,6,0,False,Low
101659,Michelle Alexander,AD,Yes,5.37,0,1,False,High
101660,Rodney Olsen,CIVIL,Yes,8.7,1,1,False,Low
101661,Christina Michael,FT,Yes,6.8,5,1,False,Low
101662,Francisco Caldwell,ECE,Yes,9.4,3,1,False,Low
101663,Samantha Fernandez,CSE,Yes,7.23,2,1,False,Low
101664,Tiffany Quinn,CIVIL,No,7.01,1,0,False,Low
101665,Timothy Hill Jr.,MECH,No,9.43,6,0,True,Low
101666,Natalie Whitehead,ECE,No,9.87,3,0,True,Low
101667,Charles Morgan,EEE,No,5.48,4,0,False,High
101668,Robert Johnson,EEE,Yes,9.99,4,1,False,Low
101669,Selena Reyes,ECE,No,7.39,3,0,False,Low
101670,Ariel Miller,CSE,No,9.09,2,0,True,Low
101671,Elizabeth Reese,MECH,No,7.58,6,0,True,Low
101672,Monique Brown,FT,No,5.11,5,0,False,High
101673,Jacob Frey,CSE,Yes,8.39,2,1,False,Low
101674,John Braun,AD,No,8.26,0,0,True,Low
101675,Erika Mejia,ECE,No,8.86,3,0,True,Low
101676,Mark Miller,CSE,Yes,8.48,2,1,False,Low
101677,Michael Snyder,EEE,No,9.78,4,0,True,Low
101678,Barbara Skinner,MECH,No,6.55,6,0,False,Low
101679,Jeffery Orr,FT,No,7.21,5,0,False,Low
101680,Amanda Miller,CIVIL,Yes,5.19,1,1,False,High
101681,Richard White,EEE,No,9.0,4,0,True,Low
101682,Joshua Johns,EEE,No,9.05,4,0,True,Low
101683,James Mcdaniel,MECH,No,5.56,6,0,False,High
101684,Carolyn Sexton,CSE,Yes,5.76,2,1,False,High
101685,Wesley Avila,CIVIL,Yes,5.07,1,1,False,High
101686,Nicole Miller,MECH,No,6.91,6,0,False,Low
101687,Adam Gross,MECH,No,7.71,6,0,True,Low
101688,Robert Hunter,FT,No,9.52,5,0,True,Low
101689,Felicia Roman,AD,No,5.12,0,0,False,High
101690,Jessica Cross,MECH,No,5.63,6,0,False,High
101691,Alexis Estrada,EEE,Yes,5.86,4,1,False,High
101692,Allison Hernandez,CIVIL,No,7.52,1,0,True,Low
101693,Amy Olson,MECH,Yes,9.51,6,1,False,Low
101694,Mark Wall,CSE,Yes,6.22,2,1,False,Low
101695,Todd Clay,FT,No,9.53,5,0,True,Low
101696,Michael Cox,MECH,Yes,8.19,6,1,False,Low
101697,Jennifer Fox,CSE,Yes,6.52,2,1,False,Low
101698,Jennifer Rodriguez,ECE,Yes,7.3,3,1,False,Low
101699,Jennifer Smith DDS,EEE,No,5.75,4,0,False,High
101700,Raymond Andrews,MECH,No,9.08,6,0,True,Low
101701,Carolyn Calhoun,CSE,No,6.62,2,0,False,Low
101702,Crystal Figueroa,FT,Yes,9.23,5,1,False,Low
101703,Hayden Watson,CIVIL,Yes,5.32,1,1,False,High
101704,Ashley Riley,FT,Yes,7.65,5,1,False,Low
101705,Natasha Bowen,FT,Yes,6.46,5,1,False,Low
101706,Philip Taylor,EEE,No,7.42,4,0,False,Low
101707,Barbara Green,FT,Yes,9.1,5,1,False,Low
101708,Dana Cannon,CSE,No,8.04,2,0,True,Low
101709,Marc Taylor,CSE,Yes,7.4,2,1,False,Low
101710,Cody Adams,CIVIL,No,5.18,1,0,False,High
101711,Shawn Spencer,EEE,No,6.29,4,0,False,Low
101712,Nicole Martinez,MECH,Yes,5.87,6,1,False,High
101713,Kristin Parks,CIVIL,Yes,9.42,1,1,False,Low
101714,Robert Taylor,CIVIL,No,5.47,1,0,False,High
101715,Stephanie Riggs,MECH,No,6.4,6,0,False,Low
101716,Shawn Woodard,MECH,No,9.57,6,0,True,Low
101717,Timothy Cortez,MECH,Yes,6.44,6,1,False,Low
101718,Adam Baker,EEE,No,5.53,4,0,False,High
101719,Mrs. Elizabeth Sampson,AD,No,7.96,0,0,True,Low
101720,Emily Freeman,AD,Yes,9.62,0,1,False,Low
101721,Michael Perez,ECE,Yes,5.19,3,1,False,High
101722,Beth Villanueva,EEE,Yes,7.28,4,1,False,Low
101723,Jesse Moss,FT,Yes,6.84,5,1,False,Low
101724,Allison Romero,EEE,No,7.25,4,0,False,Low
101725,Jeffrey Cannon,ECE,Yes,10.0,3,1,False,Low
101726,Jody Walker,FT,Yes,9.54,5,1,False,Low
101727,John Higgins,EEE,Yes,6.79,4,1,False,Low
101728,Brittany Fuentes,AD,No,9.47,0,0,True,Low
101729,Christopher Alexander,MECH,No,9.95,6,0,True,Low
101730,Jasmine Mendoza,FT,Yes,5.6,5,1,False,High
101731,James Clark,CSE,Yes,8.82,2,1,False,Low
101732,Shannon Diaz,AD,No,9.34,0,0,True,Low
101733,Joyce Rice,ECE,No,9.07,3,0,True,Low
101734,Eric Perez,FT,No,6.54,5,0,False,Low
101735,Samuel Johnson,ECE,Yes,8.0,3,1,False,Low
101736,John Coleman,AD,No,8.91,0,0,True,Low
101737,Lori Thomas,CSE,No,9.96,2,0,True,Low
101738,Lisa Coleman,MECH,No,8.25,6,0,True,Low
101739,Melissa Ramirez,CSE,Yes,9.12,2,1,False,Low
101740,Lauren Padilla,EEE,Yes,8.7,4,1,False,Low
101741,John Christensen,FT,No,8.57,5,0,True,Low
101742,Lisa Mccann,AD,Yes,6.76,0,1,False,Low
101743,Victoria Smith,AD,Yes,5.8,0,1,False,High
101744,Julie Valencia,FT,No,9.02,5,0,True,Low
101745,Mathew Butler,CSE,Yes,9.77,2,1,False,Low
101746,Judith Smith,ECE,Yes,6.42,3,1,False,Low
101747,Karen Macias,CSE,Yes,8.03,2,1,False,Low
101748,Tracy Nunez,ECE,No,5.73,3,0,False,High
101749,Mrs. Dana Anderson,MECH,No,6.52,6,0,False,Low
101750,Michael Hudson,EEE,Yes,7.77,4,1,False,Low
101751,Lacey Matthews,ECE,Yes,9.79,3,1,False,Low
101752,Tiffany Ward,CSE,No,5.91,2,0,False,High
101753,Lisa Williams,CIVIL,No,8.88,1,0,True,Low
101754,Alex Davis,CSE,Yes,6.16,2,1,False,Low
101755,Reginald Bradley,MECH,No,5.27,6,0,False,High
101756,Megan Griffin,CIVIL,No,7.11,1,0,False,Low
101757,Julie Gaines,MECH,Yes,9.02,6,1,False,Low
101758,Robert Lane,ECE,No,5.68,3,0,False,High
101759,Randall Mitchell,MECH,No,5.36,6,0,False,High
101760,James Valencia,FT,Yes,9.84,5,1,False,Low
101761,Michael Martinez,AD,No,7.65,0,0,True,Low
101762,Victoria Matthews,MECH,No,9.35,6,0,True,Low
101763,Erik Carroll,EEE,Yes,6.24,4,1,False,Low
101764,Richard Frazier,FT,No,8.08,5,0,True,Low
101765,Shane Solomon,FT,No,9.46,5,0,True,Low
101766,Tyler King,CSE,Yes,8.21,2,1,False,Low
101767,Jonathan Williams,CIVIL,Yes,9.68,1,1,False,Low
101768,David Malone,CIVIL,Yes,5.56,1,1,False,High
101769,Danielle Mitchell,FT,No,6.58,5,0,False,Low
101770,Michael Matthews,EEE,Yes,5.68,4,1,False,High
101771,Michelle Williams,AD,Yes,8.96,0,1,False,Low
101772,Wesley Scott,CSE,No,5.38,2,0,False,High
101773,Tiffany Foster,FT,No,9.1,5,0,True,Low
101774,Sue Roth,FT,Yes,7.27,5,1,False,Low
101775,Susan Pacheco,CSE,No,8.88,2,0,True,Low
101776,Dana Palmer,AD,Yes,7.62,0,1,False,Low
101777,Sarah Hoffman,EEE,No,9.18,4,0,True,Low
101778,Sarah Chang,EEE,Yes,5.06,4,1,False,High
101779,Calvin Moore,MECH,Yes,8.09,6,1,False,Low
101780,Anthony Mendoza,ECE,No,7.32,3,0,False,Low
101781,Chris Munoz,CSE,No,7.93,2,0,True,Low
101782,Jonathan Downs,AD,No,9.89,0,0,True,Low
101783,Benjamin Davis,FT,Yes,9.55,5,1,False,Low
101784,Jamie Wright,MECH,No,5.91,6,0,False,High
101785,Alexandria King,CSE,Yes,6.93,2,1,False,Low
101786,Jeanette Ross,AD,No,5.41,0,0,False,High
101787,Victoria Johnson,CIVIL,No,6.79,1,0,False,Low
101788,Melissa Griffin,FT,No,5.5,5,0,False,High
101789,Daisy Perry,ECE,Yes,9.99,3,1,False,Low
101790,Justin Carr,MECH,No,9.43,6,0,True,Low
101791,Jack Smith,FT,Yes,5.43,5,1,False,High
101792,Gabrielle Knox,AD,Yes,7.75,0,1,False,Low
101793,Teresa Page,MECH,No,8.46,6,0,True,Low
101794,Jacqueline Anderson,MECH,Yes,7.29,6,1,False,Low
101795,Tami Zhang,ECE,Yes,7.23,3,1,False,Low
101796,Wendy Thompson,CIVIL,Yes,8.42,1,1,False,Low
101797,Todd Villa,MECH,Yes,9.61,6,1,False,Low
101798,Trevor Stewart,CSE,Yes,6.66,2,1,False,Low
101799,Christine Rojas,FT,Yes,8.41,5,1,False,Low
101800,Joann Smith,FT,Yes,7.18,5,1,False,Low
101801,Carol Brown,FT,No,7.58,5,0,True,Low
101802,Jessica Chung,AD,No,5.02,0,0,False,High
101803,Christopher Nelson,MECH,No,7.83,6,0,True,Low
101804,Gina Gray,EEE,Yes,5.69,4,1,False,High
101805,Tracy Brock,CIVIL,No,6.58,1,0,False,Low
101806,Heather Harper,FT,No,6.73,5,0,False,Low
101807,Patrick Wilson,CIVIL,No,5.67,1,0,False,High
101808,William Jones,CSE,No,7.52,2,0,True,Low
101809,Joan Charles,FT,Yes,8.31,5,1,False,Low
101810,David Riley,EEE,No,8.33,4,0,True,Low
101811,Joshua Taylor,AD,No,8.71,0,0,True,Low
101812,Jamie Salazar,CSE,No,7.16,2,0,False,Low
101813,Ryan Nguyen,CSE,Yes,6.53,2,1,False,Low
101814,Debbie Jones,FT,No,6.71,5,0,False,Low
101815,Melissa Walsh,EEE,No,5.34,4,0,False,High
101816,Jordan Rodriguez,EEE,No,6.42,4,0,False,Low
101817,Amber Smith,EEE,No,9.86,4,0,True,Low
101818,James Wallace,EEE,No,6.22,4,0,False,Low
101819,Kristine Ballard,FT,No,8.82,5,0,True,Low
101820,Deborah Mcintyre,AD,No,5.72,0,0,False,High
101821,Kristine Gonzalez,FT,No,9.35,5,0,True,Low
101822,Richard Briggs,MECH,No,5.91,6,0,False,High
101823,Brian Stuart,ECE,No,9.56,3,0,True,Low
101824,Gary Stanton,CSE,Yes,9.36,2,1,False,Low
101825,Chad Foster,CSE,No,9.33,2,0,True,Low
101826,Lori Murphy,AD,Yes,5.14,0,1,False,High
101827,Mike Smith,CIVIL,Yes,9.04,1,1,False,Low
101828,Brooke Miller,AD,No,5.77,0,0,False,High
101829,Laura Yang,CIVIL,No,5.61,1,0,False,High
101830,Joyce Hunt,CIVIL,Yes,7.14,1,1,False,Low
101831,John Chandler,AD,Yes,9.1,0,1,False,Low
101832,Michael Diaz,FT,Yes,5.25,5,1,False,High
101833,Jesse Hernandez,EEE,Yes,5.86,4,1,False,High
101834,David Scott,ECE,Yes,8.07,3,1,False,Low
101835,Mario Garcia,MECH,Yes,6.53,6,1,False,Low
101836,Sierra Stevens,CIVIL,No,6.44,1,0,False,Low
101837,Gregory Wiley,CIVIL,Yes,9.35,1,1,False,Low
101838,James Shelton,FT,Yes,9.1,5,1,False,Low
101839,Charles Baker,CIVIL,No,9.66,1,0,True,Low
101840,Joseph Smith,CIVIL,No,5.29,1,0,False,High
101841,William Craig,FT,Yes,6.28,5,1,False,Low
101842,Alan Lawrence,ECE,Yes,6.49,3,1,False,Low
101843,Zachary Scott,ECE,No,9.07,3,0,True,Low
101844,Peter Richardson,CSE,No,9.8,2,0,True,Low
101845,Mary White,AD,No,8.02,0,0,True,Low
101846,Nancy Jones,CSE,Yes,7.63,2,1,False,Low
101847,Jennifer Wood,CSE,Yes,7.54,2,1,False,Low
101848,Samantha Farley,MECH,No,9.88,6,0,True,Low
101849,Mr. Juan Burton,CIVIL,Yes,7.69,1,1,False,Low
101850,Jerry Henry,CSE,No,8.33,2,0,True,Low
101851,Gerald Allison,MECH,No,9.09,6,0,True,Low
101852,Tyler Gordon,MECH,Yes,7.13,6,1,False,Low
101853,Grant Green,FT,No,6.06,5,0,False,Low
101854,John Ingram,MECH,Yes,6.85,6,1,False,Low
101855,Andrew Peterson,CIVIL,No,5.29,1,0,False,High
101856,Michelle Yang,EEE,Yes,9.57,4,1,False,Low
101857,John Hogan DDS,ECE,No,7.3,3,0,False,Low
101858,Kevin Anderson,CSE,Yes,9.07,2,1,False,Low
101859,Tammy Sanders,CSE,No,9.21,2,0,True,Low
101860,Corey Clark,EEE,Yes,5.67,4,1,False,High
101861,Mary Cox,CIVIL,No,7.31,1,0,False,Low
101862,Alexandra Brown,CIVIL,Yes,6.68,1,1,False,Low
101863,Kyle Hunt,ECE,No,9.88,3,0,True,Low
101864,Chelsea Miller,AD,No,7.34,0,0,False,Low
101865,Jessica Newton,AD,No,7.96,0,0,True,Low
101866,John Henderson,EEE,No,9.98,4,0,True,Low
101867,Jessica Buchanan,CIVIL,Yes,6.75,1,1,False,Low
101868,James Campbell,ECE,No,5.11,3,0,False,High
101869,Sheri Turner,ECE,Yes,5.7,3,1,False,High
101870,William Dixon,CSE,Yes,6.88,2,1,False,Low
101871,Andrew Goodwin,FT,Yes,8.04,5,1,False,Low
101872,Chad Anderson,CSE,Yes,5.07,2,1,False,High
101873,Christopher Lang,ECE,Yes,5.44,3,1,False,High
101874,David Yang,CIVIL,No,7.29,1,0,False,Low
101875,Kimberly Nguyen,CIVIL,Yes,5.53,1,1,False,High
101876,Carol Hendricks,CIVIL,Yes,9.72,1,1,False,Low
101877,Adam Adkins,ECE,Yes,7.56,3,1,False,Low
101878,Sharon Frey,EEE,No,6.98,4,0,False,Low
101879,Brian White,EEE,Yes,5.82,4,1,False,High
101880,Jack Johnson,EEE,No,5.11,4,0,False,High
101881,Carol Nelson,CIVIL,Yes,5.51,1,1,False,High
101882,Carlos Jackson,EEE,Yes,6.71,4,1,False,Low
101883,Dennis Kelly,AD,Yes,9.82,0,1,False,Low
101884,Andrew Hancock,CSE,Yes,7.05,2,1,False,Low
101885,Alexander Michael,CSE,Yes,6.5,2,1,False,Low
101886,Travis Mcfarland,AD,No,7.86,0,0,True,Low
101887,Matthew Lopez,CIVIL,Yes,8.0,1,1,False,Low
101888,Brad Bonilla,MECH,No,7.98,6,0,True,Low
101889,Randy Perez,CSE,Yes,9.61,2,1,False,Low
101890,Melvin Warren,FT,No,8.5,5,0,True,Low
101891,Denise Perez,AD,No,7.13,0,0,False,Low
101892,Jason Barr,CSE,No,8.3,2,0,True,Low
101893,Lindsay Nelson,FT,Yes,7.23,5,1,False,Low
101894,Kimberly Taylor,MECH,Yes,5.39,6,1,False,High
101895,Shari Brown,FT,Yes,9.69,5,1,False,Low
101896,Sean Reynolds,CIVIL,No,7.22,1,0,False,Low
101897,Julia Gonzalez,CIVIL,No,7.22,1,0,False,Low
101898,Travis Kelly,MECH,No,6.71,6,0,False,Low
101899,Michael Martinez,EEE,Yes,9.82,4,1,False,Low
101900,Chase Cooley,CIVIL,Yes,5.88,1,1,False,High
101901,Sarah Terry,CSE,Yes,8.61,2,1,False,Low
101902,Jesse Mayo,EEE,No,6.36,4,0,False,Low
101903,Tina Collins,ECE,No,9.85,3,0,True,Low
101904,David Alexander,FT,Yes,6.24,5,1,False,Low
101905,Darius Grimes,ECE,Yes,5.27,3,1,False,High
101906,Tyrone Hansen,MECH,No,8.62,6,0,True,Low
101907,Jenna Carroll,FT,No,5.11,5,0,False,High
101908,Diane Davis,AD,No,6.99,0,0,False,Low
101909,Ashley Hall,MECH,Yes,9.71,6,1,False,Low
101910,Jo Wood,CIVIL,No,8.43,1,0,True,Low
101911,Lindsey Morgan,CIVIL,No,8.55,1,0,True,Low
101912,Angela Bradley,EEE,No,9.07,4,0,True,Low
101913,Lisa Myers,FT,Yes,8.39,5,1,False,Low
101914,Heather Finley,EEE,No,9.83,4,0,True,Low
101915,Michael Nunez,MECH,Yes,5.49,6,1,False,High
101916,Rebecca Davis,CSE,No,8.88,2,0,True,Low
101917,Nicholas Richmond,MECH,No,9.26,6,0,True,Low
101918,Timothy Gomez,FT,No,9.51,5,0,True,Low
101919,Karen Johnson,ECE,No,6.14,3,0,False,Low
